ID,Review Date,Location,Hotel/Restaurant name,Processed_review,Location_Hotel
rn554692153,"Reviewed January 18, 2018 ", Karon,Pad Thai Shop,good taste affordable price issue wait fee minute worth location good, Karon_Pad Thai Shop
rn554540347,"Reviewed January 18, 2018 ", Karon,Pad Thai Shop,amazing little place would walk old shack food amazing price believe fresh coconut juice baht pad thai baht big bowl accompaniment get busy, Karon_Pad Thai Shop
rn554158672,"Reviewed January 16, 2018 ", Karon,Pad Thai Shop,far good little restaurant karon beach admittedly busy good pad thai eat staff lovely everything ridiculously cheap wait meal free soup, Karon_Pad Thai Shop
rn554154816,"Reviewed January 16, 2018 ", Karon,Pad Thai Shop,little treck along busy road main beach definitely worth go lunch struggle find seat busy baht amazing pad thai free soup help, Karon_Pad Thai Shop
rn553944075,"Reviewed January 15, 2018 ", Karon,Pad Thai Shop,bit long wait super busy lot people food taste great really cheap diahe plus coke pay baht, Karon_Pad Thai Shop
rn553414251,"Reviewed January 12, 2018 ", Karon,Pad Thai Shop,recommend pad thai shop holidaymaker condo worth dish tasty cheap discover pad thai last day hol get, Karon_Pad Thai Shop
rn553342030,"Reviewed January 12, 2018 ", Karon,Pad Thai Shop,something say menu variant basic dish oppose restaurant area offer page page food include western option beef soup breaky day row wish, Karon_Pad Thai Shop
rn552861236,"Reviewed January 9, 2018 ", Karon,Pad Thai Shop,travel thailand month place good pad thai thai dish whole trip price incredibly reasonable, Karon_Pad Thai Shop
rn552576598,"Reviewed January 8, 2018 ", Karon,Pad Thai Shop,walk fair way get definitely worth pad thai pad see ew good cheap authentic delicious, Karon_Pad Thai Shop
rn552278198,"Reviewed January 7, 2018 ", Karon,Pad Thai Shop,favorite place eat phuket eat twice four day stay chicken pad thai shrimp pad thai delicious, Karon_Pad Thai Shop
rn552128960,"Reviewed January 6, 2018 ", Karon,Pad Thai Shop,seriously good food fraction price resort restaurant authentic thai food cook fresh per order lot local eat also much look well worth experience kind condiment table season, Karon_Pad Thai Shop
rn551956514,"Reviewed January 6, 2018 ", Karon,Pad Thai Shop,good place want try absolutely local food cheap price interesting soup big pathai cook tom yam ready seat clean table, Karon_Pad Thai Shop
rn551930202,"Reviewed January 6, 2018 ", Karon,Pad Thai Shop,good pad thai ever taste cheap baht x pad thai drink fyoufyouyoud second visit definitely back fyoufyouyoub, Karon_Pad Thai Shop
rn549238695,"Reviewed December 25, 2017 ", Karon,Pad Thai Shop,amazing food thb chicken noodle soup pad thai could handle strongly recommend around karon area, Karon_Pad Thai Shop
rn548775279,"Reviewed December 22, 2017 ", Karon,Pad Thai Shop,hi guy food awesome unfortunately ant phad thai due location bit dirty napkin floor bug meal deserve average review picky, Karon_Pad Thai Shop
rn548751510,"Reviewed December 22, 2017 ", Karon,Pad Thai Shop,good pad thai restaurant local environment small seat area busy recommend look eat pad thai, Karon_Pad Thai Shop
rn548361645,"Reviewed December 21, 2017 ", Karon,Pad Thai Shop,go restaurant time stay karon beach try pad thai cook good pad thai taste thailand lot option menu meal, Karon_Pad Thai Shop
rn548020969,"Reviewed December 19, 2017 ", Karon,Pad Thai Shop,small place limited seating amazing local food many local eat well want come thailand takeaway well portion big delicious really get well, Karon_Pad Thai Shop
rn546938662,"Reviewed December 12, 2017 ", Karon,Pad Thai Shop,week thailand bangkok hua hin khao lak phuket second good place overall recommend restaurant one look fantastic thai food mind surrounding menu offer countless option personally prefer rough, Karon_Pad Thai Shop
rn546827682,"Reviewed December 12, 2017 ", Karon,Pad Thai Shop,read many great review go expedition find place lover pad thai dish end get local thai lady take elusive first impression leave one apprehensive, Karon_Pad Thai Shop
rn546577516,"Reviewed December 11, 2017 ", Karon,Pad Thai Shop,visit pad thai shop highly recommend online local place tiny well pick morning afternoon get crowded lunchtime menu tiny dark chicken soup, Karon_Pad Thai Shop
rn546515572,"Reviewed December 10, 2017 ", Karon,Pad Thai Shop,great food fantastic price huge portion well place great customer service mix local tourist, Karon_Pad Thai Shop
rn546140510,"Reviewed December 8, 2017 ", Karon,Pad Thai Shop,shabby hut main road always full local tourist fast food take away place without table service simple menu meal fantastic mind eat like thais sit, Karon_Pad Thai Shop
rn546121189,"Reviewed December 8, 2017 ", Karon,Pad Thai Shop,amazing pad thai friendly staff visit many time try thing menu delicious pad thai always favourite, Karon_Pad Thai Shop
rn545616609,"Reviewed December 6, 2017 ", Karon,Pad Thai Shop,small local shop good taste love fry rice basil beef beef noodle soup restaurant wait quite long lot customer, Karon_Pad Thai Shop
rn545147475,"Reviewed December 4, 2017 ", Karon,Pad Thai Shop,place excellent food absolutely beautiful frill restaurant fast quick service food tasty highly recommend, Karon_Pad Thai Shop
rn544897453,"Reviewed December 3, 2017 ", Karon,Pad Thai Shop,pad thai shop simply unbeatable term price quality quantity every dish relatively cheap big portion pad thai cost baht normally cost elsewhere yummy restaurant always pack, Karon_Pad Thai Shop
rn544202119,"Reviewed November 30, 2017 ", Karon,Pad Thai Shop,good place thai karon full local min wait basic authentic great food course cheap pad thai ever, Karon_Pad Thai Shop
rn544035141,"Reviewed November 29, 2017 ", Karon,Pad Thai Shop,go pad thai shop trip phuket big buddha would say one good pad thai ever baht chicken pad thai well compare thipsamai, Karon_Pad Thai Shop
rn543526820,"Reviewed November 27, 2017 ", Karon,Pad Thai Shop,place recommend another backpacking couple meet tour day highly recommend see review trip advisor decide give go wow glad, Karon_Pad Thai Shop
rn543277373,"Reviewed November 25, 2017 ", Karon,Pad Thai Shop,know good pack local wait minute time worth miss good pad thai thailand, Karon_Pad Thai Shop
rn543198106,"Reviewed November 25, 2017 ", Karon,Pad Thai Shop,read place visit think would good everyone say exceptional food amazing free soup want portion big beer buy shop door away full, Karon_Pad Thai Shop
rn543151721,"Reviewed November 25, 2017 ", Karon,Pad Thai Shop,hit place likely cheap pad thai karon baht come free chicken broth soup starter help dish big average portion size restaurant prepared wait min, Karon_Pad Thai Shop
rn543106383,"Reviewed November 24, 2017 ", Karon,Pad Thai Shop,place look like much likely small family business quite possibly hand good food ever thailand ridiculously cheap big portion crazy good free soup also incredible, Karon_Pad Thai Shop
rn543105656,"Reviewed November 24, 2017 ", Karon,Pad Thai Shop,kata month finally visit pad thai shop wish go early stay leave next couple day chance go back, Karon_Pad Thai Shop
rn542903502,"Reviewed November 23, 2017 ", Karon,Pad Thai Shop,get chicken sauce rice good eat time day bht dish nothing really fill plus get free soup great girl seem, Karon_Pad Thai Shop
rn542788139,"Reviewed November 23, 2017 ", Karon,Pad Thai Shop,highly recommend place food prepare open air pack local great wait least minute food possibly share table sweat enjoy good pad thai baht, Karon_Pad Thai Shop
rn542367282,"Reviewed November 20, 2017 ", Karon,Pad Thai Shop,usually review tell place amazing eat many time trip phuket absolutely fantastic food cheap get try, Karon_Pad Thai Shop
rn541754514,"Reviewed November 18, 2017 ", Karon,Pad Thai Shop,good noodle dish b town plus big portion compare place price range get busy expect wait time min, Karon_Pad Thai Shop
rn541501602,"Reviewed November 16, 2017 ", Karon,Pad Thai Shop,visit area kata karon beach fan pad thai must go pad thai shop disappoint stand room casual restaurant wher every table fill, Karon_Pad Thai Shop
rn539653222,"Reviewed November 9, 2017 ", Karon,Pad Thai Shop,pad thai shop delicious go almost every day two week trip karon beach everything try delicious fresh cheap local love place know good, Karon_Pad Thai Shop
rn538610751,"Reviewed November 5, 2017 ", Karon,Pad Thai Shop,good pad thai cheap see cook always bonus look like much outside food delicious, Karon_Pad Thai Shop
rn538391234,"Reviewed November 4, 2017 ", Karon,Pad Thai Shop,come every day lunch week stay noodle rice dish baht include free water soup chicken broth soup amazing truly good pad thai also try pad see ew, Karon_Pad Thai Shop
rn537396471,"Reviewed October 31, 2017 ", Karon,Pad Thai Shop,price unbeatable pad thai good town free water ice free soup serve though hot noon either take away try sit fan avoid melt, Karon_Pad Thai Shop
rn535281018,"Reviewed October 23, 2017 ", Karon,Pad Thai Shop,wait visit year could find last time karon disapointe place full time good pad thai really cheap walje karon, Karon_Pad Thai Shop
rn534290574,"Reviewed October 19, 2017 ", Karon,Pad Thai Shop,stumble across pad thai shop karon favorite meal asia week kicker cost usd pad se ew hand good ice ever outdoor, Karon_Pad Thai Shop
rn533342866,"Reviewed October 16, 2017 ", Karon,Pad Thai Shop,real foodie experience arrive use right place really simple establishment wooden table plastic chair delicious smell hit kitchen, Karon_Pad Thai Shop
rn533131895,"Reviewed October 15, 2017 ", Karon,Pad Thai Shop,must try chicken soup free amazing good chicken broth soup ever taste could go bowl pad thai delicious price reasonable miss area pay, Karon_Pad Thai Shop
rn533098843,"Reviewed October 15, 2017 ", Karon,Pad Thai Shop,thank travel savvy advisor wonderful walk novotel karon beach wonderful establishment early dinner everything say would easy safe walk along beach, Karon_Pad Thai Shop
rn532361710,"Reviewed October 12, 2017 ", Karon,Pad Thai Shop,go day day good fresh ingredient topping spice free soup low cost, Karon_Pad Thai Shop
rn528467517,"Reviewed September 30, 2017 ", Karon,Pad Thai Shop,extremely informal border street food feel local say certainly surprised see ex pat come go food extraordinarily cheap fast really tasty wish discover last day, Karon_Pad Thai Shop
rn527571156,"Reviewed September 26, 2017 ", Karon,Pad Thai Shop,though bit accessible without transport price local food really affordable local also patronise dine take away able converse english menu english worth visit, Karon_Pad Thai Shop
rn526676475,"Reviewed September 22, 2017 ", Karon,Pad Thai Shop,visit karon kata area place must try first drive pass spot line outside restaurant little research trip advisor confirm must try full house time food, Karon_Pad Thai Shop
rn525994373,"Reviewed September 20, 2017 ", Karon,Pad Thai Shop,partner visit kata day september look forward good thai food soon realize dismay food near kata beach adapt suit westerner mainland chinese pad thai shop, Karon_Pad Thai Shop
rn521038308,"Reviewed September 4, 2017 ", Karon,Pad Thai Shop,review say food incredible owner wonderfully friendly main road wait min matter pad thais good four, Karon_Pad Thai Shop
rn517953515,"Reviewed August 27, 2017 ", Karon,Pad Thai Shop,love pad thai stop low key spot must pad thai good ever taste without season miss peanut chilie sugar chili oil put table staff unbelievably, Karon_Pad Thai Shop
rn513068949,"Reviewed August 15, 2017 ", Karon,Pad Thai Shop,yep go place authentic tasty thai food especially pad thai open morning pm close friday local eat squeeze space choose menu bone broth offer, Karon_Pad Thai Shop
rn505442301,"Reviewed July 25, 2017 ", Karon,Pad Thai Shop,authentic thai restaurant karon food good staff welcome friendly affordable tasty, Karon_Pad Thai Shop
rn503123203,"Reviewed July 18, 2017 ", Karon,Pad Thai Shop,although air conditioner restaurant location really convenient noodle soup famous delicious staff helpful nice foreigner also cheap highly recommend pad thai shop, Karon_Pad Thai Shop
rn501526645,"Reviewed July 13, 2017 ", Karon,Pad Thai Shop,visit pad thai shop today lunch seriously delicious husband chicken pad thai super tasty huge portion great spot mingle local thai people arrive, Karon_Pad Thai Shop
rn499542544,"Reviewed July 7, 2017 ", Karon,Pad Thai Shop,local family restaurant great food minute walk kata karon beach morning order pad thai chicken yum sure back, Karon_Pad Thai Shop
rn498551984,"Reviewed July 4, 2017 ", Karon,Pad Thai Shop,family affair mum two daughter one hubby dad photo sure lovely helpful grab table warm place aim front fan grab either water jug, Karon_Pad Thai Shop
